=== softmax trace+probe run_id=vepscii4 train_id=3ilw1l9s ===


########################################
# CHECKPOINT EPISODE 0
########################################
[t=000 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=068 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=069 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=070 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=071 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=072 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=073 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=074 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=075 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=076 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=077 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=078 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=079 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=080 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=081 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=082 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=083 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=084 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=085 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=086 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=087 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=088 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=089 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=090 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=091 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=092 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=093 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=094 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=095 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=096 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=097 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=098 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=099 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
METRICS part=0: KL_test=0.055003 CE_test=0.612851 KL_train=0.012839 CE_train=0.584544


########################################
# CHECKPOINT EPISODE 100
########################################
[t=000 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=001 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=002 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=003 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=004 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:1.0000, 0:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=005 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.8947, 1:0.1053, 0:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=006 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[3:0.7646, 2:0.1799, 1:0.0556, 0:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=007 ep=00] state={"_env_class": "TMaze", "position": 4, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.6517, 3:0.2300, 2:0.1037, 1:0.0146, 0:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=008 ep=00] state={"_env_class": "TMaze", "position": 5, "last_position": 4, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.5984, 3:0.2450, 2:0.1057, 5:0.0326, 1:0.0183, 0:0.0000, 6:0.0000, 7:0.0000]
[t=009 ep=00] state={"_env_class": "TMaze", "position": 5, "last_position": 5, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.5530, 3:0.2559, 2:0.1084, 5:0.0593, 1:0.0218, 6:0.0016, 0:0.0000, 7:0.0000]
[t=010 ep=00] state={"_env_class": "TMaze", "position": 5, "last_position": 5, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.5140, 3:0.2637, 2:0.1115, 5:0.0812, 1:0.0251, 6:0.0044, 7:0.0001, 0:0.0000]
[t=011 ep=00] state={"_env_class": "TMaze", "position": 5, "last_position": 5, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.4805, 3:0.2689, 2:0.1150, 5:0.0991, 1:0.0282, 6:0.0081, 7:0.0003, 8:0.0000]
[t=012 ep=00] state={"_env_class": "TMaze", "position": 4, "last_position": 5, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[3:0.4518, 2:0.2474, 4:0.1493, 1:0.1030, 5:0.0418, 6:0.0062, 7:0.0004, 8:0.0000]
[t=013 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 4, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.4537, 1:0.2418, 3:0.2022, 4:0.0801, 5:0.0185, 6:0.0034, 7:0.0004, 8:0.0000]
[t=014 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:0.5158, 2:0.2886, 3:0.1397, 4:0.0426, 5:0.0110, 6:0.0020, 7:0.0003, 8:0.0000]
[t=015 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:0.5287, 2:0.3087, 3:0.1150, 4:0.0366, 5:0.0088, 6:0.0018, 7:0.0003, 8:0.0000]
[t=016 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=017 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=018 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=019 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=020 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=021 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=022 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:1.0000, 0:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=023 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.8947, 1:0.1053, 0:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=024 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[3:0.7646, 2:0.1799, 1:0.0556, 0:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=025 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.6517, 3:0.2300, 2:0.1037, 1:0.0146, 0:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=026 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[5:0.5543, 4:0.2609, 3:0.1439, 2:0.0343, 1:0.0067, 0:0.0000, 6:0.0000, 7:0.0000]
[t=027 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[6:0.4713, 5:0.2773, 4:0.1761, 3:0.0566, 2:0.0163, 1:0.0024, 0:0.0000, 7:0.0000]
[t=028 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[7:0.4007, 6:0.2828, 5:0.2010, 4:0.0796, 3:0.0283, 2:0.0065, 1:0.0011, 0:0.0000]
[t=029 ep=00] state={"_env_class": "TMaze", "position": 4, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[7:0.3748, 6:0.2847, 5:0.1991, 4:0.0831, 3:0.0298, 8:0.0200, 2:0.0073, 1:0.0013]
[t=030 ep=00] state={"_env_class": "TMaze", "position": 5, "last_position": 4, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[8:0.3206, 7:0.2805, 6:0.2164, 5:0.1048, 4:0.0436, 9:0.0170, 3:0.0133, 2:0.0033]
[t=031 ep=00] state={"_env_class": "TMaze", "position": 6, "last_position": 5, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[9:0.2742, 8:0.2713, 7:0.2280, 6:0.1247, 5:0.0583, 4:0.0209, 10:0.0145, 3:0.0063]
[t=032 ep=00] state={"_env_class": "TMaze", "position": 6, "last_position": 6, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[8:0.2693, 9:0.2611, 7:0.2250, 6:0.1266, 5:0.0598, 10:0.0267, 4:0.0221, 3:0.0068]
[t=033 ep=00] state={"_env_class": "TMaze", "position": 7, "last_position": 6, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[9:0.2563, 8:0.2313, 10:0.2246, 7:0.1436, 6:0.0747, 5:0.0311, 11:0.0228, 4:0.0110]
[t=034 ep=00] state={"_env_class": "TMaze", "position": 8, "last_position": 7, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[10:0.2415, 9:0.2334, 11:0.1932, 8:0.1580, 7:0.0894, 6:0.0411, 12:0.0194, 5:0.0162]
[t=035 ep=00] state={"_env_class": "TMaze", "position": 9, "last_position": 8, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[10:0.2322, 11:0.2256, 9:0.1697, 12:0.1662, 8:0.1035, 7:0.0518, 6:0.0223, 13:0.0166]
